id,user_id,setting_id
70001165,10001165,40001165
70001166,10001166,40001166
70001167,10001167,40001167
70001168,10001168,40001168
70001169,10001169,40001169
70001170,10001170,40001170
70001171,10001171,40001171
70001172,10001172,40001172
70001173,10001173,40001173
70001174,10001174,40001174
70001175,10001175,40001175
70001176,10001176,40001176
70001177,10001177,40001177
70001178,10001178,40001178
70001179,10001179,40001179
70001180,10001180,40001180
70001181,10001181,40001181
70001182,10001182,40001182
70001183,10001183,40001183
70001184,10001184,40001184
70001185,10001185,40001185
70001186,10001186,40001186
70001187,10001187,40001187
70001188,10001188,40001188
70001189,10001189,40001189
70001190,10001190,40001190
70001191,10001191,40001191
70001192,10001192,40001192
70001193,10001193,40001193
70001194,10001194,40001194
70001195,10001195,40001195
70001196,10001196,40001196
70001197,10001197,40001197
70001198,10001198,40001198
70001199,10001199,40001199
70001200,10001200,40001200
70001201,10001201,40001201
70001202,10001202,40001202
70001203,10001203,40001203
70001204,10001204,40001204
70001205,10001205,40001205
70001206,10001206,40001206
70001207,10001207,40001207
70001208,10001208,40001208
70001209,10001209,40001209
70001210,10001210,40001210
70001211,10001211,40001211
70001212,10001212,40001212
70001213,10001213,40001213
70001214,10001214,40001214
70001215,10001215,40001215
70001216,10001216,40001216
70001217,10001217,40001217
70001218,10001218,40001218
70001219,10001219,40001219
70001220,10001220,40001220
70001221,10001221,40001221
70001222,10001222,40001222
70001223,10001223,40001223
70001224,10001224,40001224
70001225,10001225,40001225
70001226,10001226,40001226
70001227,10001227,40001227
70001228,10001228,40001228
70001229,10001229,40001229
70001230,10001230,40001230
70001231,10001231,40001231
70001232,10001232,40001232
70001233,10001233,40001233
70001234,10001234,40001234
70001235,10001235,40001235
70001236,10001236,40001236
70001237,10001237,40001237
70001238,10001238,40001238
70001239,10001239,40001239
70001240,10001240,40001240
70001241,10001241,40001241
70001242,10001242,40001242
70001243,10001243,40001243
70001244,10001244,40001244
70001245,10001245,40001245
70001246,10001246,40001246
70001247,10001247,40001247
70001248,10001248,40001248
70001249,10001249,40001249
70001250,10001250,40001250
70001251,10001251,40001251
70001252,10001252,40001252
70001253,10001253,40001253
70001254,10001254,40001254
70001255,10001255,40001255
70001256,10001256,40001256
70001257,10001257,40001257
70001258,10001258,40001258
70001259,10001259,40001259
70001260,10001260,40001260
70001261,10001261,40001261
70001262,10001262,40001262
70001263,10001263,40001263
70001264,10001264,40001264
70001265,10001265,40001265
70001266,10001266,40001266
70001267,10001267,40001267
70001268,10001268,40001268
70001269,10001269,40001269
70001270,10001270,40001270
70001271,10001271,40001271
70001272,10001272,40001272
70001273,10001273,40001273
70001274,10001274,40001274
70001275,10001275,40001275
70001276,10001276,40001276
70001277,10001277,40001277
70001278,10001278,40001278
70001279,10001279,40001279
70001280,10001280,40001280
70001281,10001281,40001281
70001282,10001282,40001282
70001283,10001283,40001283
70001284,10001284,40001284
70001285,10001285,40001285
70001286,10001286,40001286
70001287,10001287,40001287
70001288,10001288,40001288
70001289,10001289,40001289
70001290,10001290,40001290
70001291,10001291,40001291
70001292,10001292,40001292
70001293,10001293,40001293
70001294,10001294,40001294
70001295,10001295,40001295
70001296,10001296,40001296
70001297,10001297,40001297
70001298,10001298,40001298
70001299,10001299,40001299
70001300,10001300,40001300
70001301,10001301,40001301
70001302,10001302,40001302
70001303,10001303,40001303
70001304,10001304,40001304
70001305,10001305,40001305
70001306,10001306,40001306
70001307,10001307,40001307
70001308,10001308,40001308
70001309,10001309,40001309
70001310,10001310,40001310
70001311,10001311,40001311
70001312,10001312,40001312
70001313,10001313,40001313
70001314,10001314,40001314
70001315,10001315,40001315
70001316,10001316,40001316
70001317,10001317,40001317
70001318,10001318,40001318
70001319,10001319,40001319
70001320,10001320,40001320
70001321,10001321,40001321
70001322,10001322,40001322
70001323,10001323,40001323
70001324,10001324,40001324
70001325,10001325,40001325
70001326,10001326,40001326
70001327,10001327,40001327
70001328,10001328,40001328
70001329,10001329,40001329
70001330,10001330,40001330
70001331,10001331,40001331
70001332,10001332,40001332
70001333,10001333,40001333
70001334,10001334,40001334
70001335,10001335,40001335
70001336,10001336,40001336
70001337,10001337,40001337
70001338,10001338,40001338
70001339,10001339,40001339
70001340,10001340,40001340
70001341,10001341,40001341
70001342,10001342,40001342
70001343,10001343,40001343
70001344,10001344,40001344
70001345,10001345,40001345
70001346,10001346,40001346
70001347,10001347,40001347
70001348,10001348,40001348
70001349,10001349,40001349
70001350,10001350,40001350
70001351,10001351,40001351
70001352,10001352,40001352
70001353,10001353,40001353
70001354,10001354,40001354
70001355,10001355,40001355
70001356,10001356,40001356
70001357,10001357,40001357
70001358,10001358,40001358
70001359,10001359,40001359
70001360,10001360,40001360
70001361,10001361,40001361
70001362,10001362,40001362
70001363,10001363,40001363
70001364,10001364,40001364
70001365,10001365,40001365
70001366,10001366,40001366
70001367,10001367,40001367
70001368,10001368,40001368
70001369,10001369,40001369
70001370,10001370,40001370
70001371,10001371,40001371
70001372,10001372,40001372
70001373,10001373,40001373
70001374,10001374,40001374
70001375,10001375,40001375
70001376,10001376,40001376
70001377,10001377,40001377
70001378,10001378,40001378
70001379,10001379,40001379
70001380,10001380,40001380
70001381,10001381,40001381
70001382,10001382,40001382
70001383,10001383,40001383
70001384,10001384,40001384
70001385,10001385,40001385
70001386,10001386,40001386
70001387,10001387,40001387
70001388,10001388,40001388
70001389,10001389,40001389
70001390,10001390,40001390
70001391,10001391,40001391
70001392,10001392,40001392
70001393,10001393,40001393
70001394,10001394,40001394
70001395,10001395,40001395
70001396,10001396,40001396
70001397,10001397,40001397
70001398,10001398,40001398
70001399,10001399,40001399
70001400,10001400,40001400
70001401,10001401,40001401
70001402,10001402,40001402
70001403,10001403,40001403
70001404,10001404,40001404
70001405,10001405,40001405
70001406,10001406,40001406
70001407,10001407,40001407
70001408,10001408,40001408
70001409,10001409,40001409
70001410,10001410,40001410
70001411,10001411,40001411
70001412,10001412,40001412
70001413,10001413,40001413
70001414,10001414,40001414
70001415,10001415,40001415
70001416,10001416,40001416
70001417,10001417,40001417
70001418,10001418,40001418
70001419,10001419,40001419
70001420,10001420,40001420
70001421,10001421,40001421
70001422,10001422,40001422
70001423,10001423,40001423
70001424,10001424,40001424
70001425,10001425,40001425
70001426,10001426,40001426
70001427,10001427,40001427
70001428,10001428,40001428
70001429,10001429,40001429
70001430,10001430,40001430
70001431,10001431,40001431
70001432,10001432,40001432
70001433,10001433,40001433
70001434,10001434,40001434
70001435,10001435,40001435
70001436,10001436,40001436
70001437,10001437,40001437
70001438,10001438,40001438
70001439,10001439,40001439
70001440,10001440,40001440
70001441,10001441,40001441
70001442,10001442,40001442
70001443,10001443,40001443
70001444,10001444,40001444
70001445,10001445,40001445
70001446,10001446,40001446
70001447,10001447,40001447
70001448,10001448,40001448
70001449,10001449,40001449
70001450,10001450,40001450
70001451,10001451,40001451
70001452,10001452,40001452
70001453,10001453,40001453
70001454,10001454,40001454
70001455,10001455,40001455
70001456,10001456,40001456
70001457,10001457,40001457
70001458,10001458,40001458
70001459,10001459,40001459
70001460,10001460,40001460
70001461,10001461,40001461
70001462,10001462,40001462
70001463,10001463,40001463
70001464,10001464,40001464
70001465,10001465,40001465
70001466,10001466,40001466
70001467,10001467,40001467
70001468,10001468,40001468
70001469,10001469,40001469
70001470,10001470,40001470
70001471,10001471,40001471
70001472,10001472,40001472
70001473,10001473,40001473
70001474,10001474,40001474
70001475,10001475,40001475
70001476,10001476,40001476
70001477,10001477,40001477
70001478,10001478,40001478
70001479,10001479,40001479
70001480,10001480,40001480
70001481,10001481,40001481
70001482,10001482,40001482
70001483,10001483,40001483
70001484,10001484,40001484
70001485,10001485,40001485
70001486,10001486,40001486
70001487,10001487,40001487
70001488,10001488,40001488
70001489,10001489,40001489
70001490,10001490,40001490
70001491,10001491,40001491
70001492,10001492,40001492
70001493,10001493,40001493
70001494,10001494,40001494
70001495,10001495,40001495
70001496,10001496,40001496
70001497,10001497,40001497
70001498,10001498,40001498
70001499,10001499,40001499
70001500,10001500,40001500
70001501,10001501,40001501
70001502,10001502,40001502
70001503,10001503,40001503
70001504,10001504,40001504
70001505,10001505,40001505
70001506,10001506,40001506
70001507,10001507,40001507
70001508,10001508,40001508
70001509,10001509,40001509
70001510,10001510,40001510
70001511,10001511,40001511
70001512,10001512,40001512
70001513,10001513,40001513
70001514,10001514,40001514
70001515,10001515,40001515
70001516,10001516,40001516
70001517,10001517,40001517
70001518,10001518,40001518
70001519,10001519,40001519
70001520,10001520,40001520
70001521,10001521,40001521
70001522,10001522,40001522
70001523,10001523,40001523
70001524,10001524,40001524
70001525,10001525,40001525
70001526,10001526,40001526
70001527,10001527,40001527
70001528,10001528,40001528
70001529,10001529,40001529
70001530,10001530,40001530
70001531,10001531,40001531
70001532,10001532,40001532
70001533,10001533,40001533
70001534,10001534,40001534
70001535,10001535,40001535
70001536,10001536,40001536
70001537,10001537,40001537
70001538,10001538,40001538
70001539,10001539,40001539
70001540,10001540,40001540
70001541,10001541,40001541
70001542,10001542,40001542
70001543,10001543,40001543
70001544,10001544,40001544
70001545,10001545,40001545
70001546,10001546,40001546
70001547,10001547,40001547
70001548,10001548,40001548
70001549,10001549,40001549
70001550,10001550,40001550
70001551,10001551,40001551
70001552,10001552,40001552
70001553,10001553,40001553
70001554,10001554,40001554
70001555,10001555,40001555
70001556,10001556,40001556
70001557,10001557,40001557
70001558,10001558,40001558
70001559,10001559,40001559
70001560,10001560,40001560
70001561,10001561,40001561
70001562,10001562,40001562
70001563,10001563,40001563
70001564,10001564,40001564
70001565,10001565,40001565
70001566,10001566,40001566
70001567,10001567,40001567
70001568,10001568,40001568
70001569,10001569,40001569
70001570,10001570,40001570
70001571,10001571,40001571
70001572,10001572,40001572
70001573,10001573,40001573
70001574,10001574,40001574
70001575,10001575,40001575
70001576,10001576,40001576
70001577,10001577,40001577
70001578,10001578,40001578
70001579,10001579,40001579
70001580,10001580,40001580
70001581,10001581,40001581
70001582,10001582,40001582
70001583,10001583,40001583
70001584,10001584,40001584
70001585,10001585,40001585
70001586,10001586,40001586
70001587,10001587,40001587
70001588,10001588,40001588
70001589,10001589,40001589
70001590,10001590,40001590
70001591,10001591,40001591
70001592,10001592,40001592
70001593,10001593,40001593
70001594,10001594,40001594
70001595,10001595,40001595
70001596,10001596,40001596
70001597,10001597,40001597
70001598,10001598,40001598
70001599,10001599,40001599
70001600,10001600,40001600
70001601,10001601,40001601
70001602,10001602,40001602
70001603,10001603,40001603
70001604,10001604,40001604
70001605,10001605,40001605
70001606,10001606,40001606
70001607,10001607,40001607
70001608,10001608,40001608
70001609,10001609,40001609
70001610,10001610,40001610
70001611,10001611,40001611
70001612,10001612,40001612
70001613,10001613,40001613
70001614,10001614,40001614
70001615,10001615,40001615
70001616,10001616,40001616
70001617,10001617,40001617
70001618,10001618,40001618
70001619,10001619,40001619
70001620,10001620,40001620
70001621,10001621,40001621
70001622,10001622,40001622
70001623,10001623,40001623
70001624,10001624,40001624
70001625,10001625,40001625
70001626,10001626,40001626
70001627,10001627,40001627
70001628,10001628,40001628
70001629,10001629,40001629
70001630,10001630,40001630
70001631,10001631,40001631
70001632,10001632,40001632
70001633,10001633,40001633
70001634,10001634,40001634
70001635,10001635,40001635
70001636,10001636,40001636
70001637,10001637,40001637
70001638,10001638,40001638
70001639,10001639,40001639
70001640,10001640,40001640
70001641,10001641,40001641
70001642,10001642,40001642
70001643,10001643,40001643
70001644,10001644,40001644
70001645,10001645,40001645
70001646,10001646,40001646
70001647,10001647,40001647
70001648,10001648,40001648
70001649,10001649,40001649
70001650,10001650,40001650
70001651,10001651,40001651
70001652,10001652,40001652
70001653,10001653,40001653
70001654,10001654,40001654
70001655,10001655,40001655
70001656,10001656,40001656
70001657,10001657,40001657
70001658,10001658,40001658
70001659,10001659,40001659
70001660,10001660,40001660
70001661,10001661,40001661
70001662,10001662,40001662
70001663,10001663,40001663
70001664,10001664,40001664
70001665,10001665,40001665
70001666,10001666,40001666
70001667,10001667,40001667
70001668,10001668,40001668
70001669,10001669,40001669
70001670,10001670,40001670
70001671,10001671,40001671
70001672,10001672,40001672
70001673,10001673,40001673
70001674,10001674,40001674
70001675,10001675,40001675
70001676,10001676,40001676
70001677,10001677,40001677
70001678,10001678,40001678
70001679,10001679,40001679
70001680,10001680,40001680
70001681,10001681,40001681
70001682,10001682,40001682
70001683,10001683,40001683
70001684,10001684,40001684
70001685,10001685,40001685
70001686,10001686,40001686
70001687,10001687,40001687
70001688,10001688,40001688
70001689,10001689,40001689
70001690,10001690,40001690
70001691,10001691,40001691
70001692,10001692,40001692
70001693,10001693,40001693
70001694,10001694,40001694
70001695,10001695,40001695
70001696,10001696,40001696
70001697,10001697,40001697
70001698,10001698,40001698
70001699,10001699,40001699
70001700,10001700,40001700
70001701,10001701,40001701
70001702,10001702,40001702
70001703,10001703,40001703
70001704,10001704,40001704
70001705,10001705,40001705
70001706,10001706,40001706
70001707,10001707,40001707
70001708,10001708,40001708
70001709,10001709,40001709
70001710,10001710,40001710
70001711,10001711,40001711
70001712,10001712,40001712
70001713,10001713,40001713
70001714,10001714,40001714
70001715,10001715,40001715
70001716,10001716,40001716
70001717,10001717,40001717
70001718,10001718,40001718
70001719,10001719,40001719
70001720,10001720,40001720
70001721,10001721,40001721
70001722,10001722,40001722
70001723,10001723,40001723
70001724,10001724,40001724
70001725,10001725,40001725
70001726,10001726,40001726
70001727,10001727,40001727
70001728,10001728,40001728
70001729,10001729,40001729
70001730,10001730,40001730
70001731,10001731,40001731
70001732,10001732,40001732
70001733,10001733,40001733
70001734,10001734,40001734
70001735,10001735,40001735
70001736,10001736,40001736
70001737,10001737,40001737
70001738,10001738,40001738
70001739,10001739,40001739
70001740,10001740,40001740
70001741,10001741,40001741
70001742,10001742,40001742
70001743,10001743,40001743
70001744,10001744,40001744
70001745,10001745,40001745
70001746,10001746,40001746
70001747,10001747,40001747
70001748,10001748,40001748
70001749,10001749,40001749
70001750,10001750,40001750
70001751,10001751,40001751
70001752,10001752,40001752
70001753,10001753,40001753
70001754,10001754,40001754
70001755,10001755,40001755
70001756,10001756,40001756
70001757,10001757,40001757
70001758,10001758,40001758
70001759,10001759,40001759
70001760,10001760,40001760
70001761,10001761,40001761
70001762,10001762,40001762
70001763,10001763,40001763
70001764,10001764,40001764
70001765,10001765,40001765
70001766,10001766,40001766
70001767,10001767,40001767
70001768,10001768,40001768
70001769,10001769,40001769
70001770,10001770,40001770
70001771,10001771,40001771
70001772,10001772,40001772
70001773,10001773,40001773
70001774,10001774,40001774
70001775,10001775,40001775
70001776,10001776,40001776
70001777,10001777,40001777
70001778,10001778,40001778
70001779,10001779,40001779
70001780,10001780,40001780
70001781,10001781,40001781
70001782,10001782,40001782
70001783,10001783,40001783
70001784,10001784,40001784
70001785,10001785,40001785
70001786,10001786,40001786
70001787,10001787,40001787
70001788,10001788,40001788
70001789,10001789,40001789
70001790,10001790,40001790
70001791,10001791,40001791
70001792,10001792,40001792
70001793,10001793,40001793
70001794,10001794,40001794
70001795,10001795,40001795
70001796,10001796,40001796
70001797,10001797,40001797
70001798,10001798,40001798
70001799,10001799,40001799
70001800,10001800,40001800
70001801,10001801,40001801
70001802,10001802,40001802
70001803,10001803,40001803
70001804,10001804,40001804
70001805,10001805,40001805
70001806,10001806,40001806
70001807,10001807,40001807
70001808,10001808,40001808
70001809,10001809,40001809
70001810,10001810,40001810
70001811,10001811,40001811
70001812,10001812,40001812
70001813,10001813,40001813
70001814,10001814,40001814
70001815,10001815,40001815
70001816,10001816,40001816
70001817,10001817,40001817
70001818,10001818,40001818
70001819,10001819,40001819
70001820,10001820,40001820
70001821,10001821,40001821
70001822,10001822,40001822
70001823,10001823,40001823
70001824,10001824,40001824
70001825,10001825,40001825
70001826,10001826,40001826
70001827,10001827,40001827
70001828,10001828,40001828
70001829,10001829,40001829
70001830,10001830,40001830
70001831,10001831,40001831
70001832,10001832,40001832
70001833,10001833,40001833
70001834,10001834,40001834
70001835,10001835,40001835
70001836,10001836,40001836
70001837,10001837,40001837
70001838,10001838,40001838
70001839,10001839,40001839
70001840,10001840,40001840
70001841,10001841,40001841
70001842,10001842,40001842
70001843,10001843,40001843
70001844,10001844,40001844
70001845,10001845,40001845
70001846,10001846,40001846
70001847,10001847,40001847
70001848,10001848,40001848
70001849,10001849,40001849
70001850,10001850,40001850
70001851,10001851,40001851
70001852,10001852,40001852
70001853,10001853,40001853
70001854,10001854,40001854
70001855,10001855,40001855
70001856,10001856,40001856
70001857,10001857,40001857
70001858,10001858,40001858
70001859,10001859,40001859
70001860,10001860,40001860
70001861,10001861,40001861
70001862,10001862,40001862
70001863,10001863,40001863
70001864,10001864,40001864
70001865,10001865,40001865
70001866,10001866,40001866
70001867,10001867,40001867
70001868,10001868,40001868
70001869,10001869,40001869
70001870,10001870,40001870
70001871,10001871,40001871
70001872,10001872,40001872
70001873,10001873,40001873
70001874,10001874,40001874
70001875,10001875,40001875
70001876,10001876,40001876
70001877,10001877,40001877
70001878,10001878,40001878
70001879,10001879,40001879
70001880,10001880,40001880
70001881,10001881,40001881
70001882,10001882,40001882
70001883,10001883,40001883
70001884,10001884,40001884
70001885,10001885,40001885
70001886,10001886,40001886
70001887,10001887,40001887
70001888,10001888,40001888
70001889,10001889,40001889
70001890,10001890,40001890
70001891,10001891,40001891
70001892,10001892,40001892
70001893,10001893,40001893
70001894,10001894,40001894
70001895,10001895,40001895
70001896,10001896,40001896
70001897,10001897,40001897
70001898,10001898,40001898
70001899,10001899,40001899
70001900,10001900,40001900
70001901,10001901,40001901
70001902,10001902,40001902
70001903,10001903,40001903
70001904,10001904,40001904
70001905,10001905,40001905
70001906,10001906,40001906
70001907,10001907,40001907
70001908,10001908,40001908
70001909,10001909,40001909
70001910,10001910,40001910
70001911,10001911,40001911
70001912,10001912,40001912
70001913,10001913,40001913
70001914,10001914,40001914
70001915,10001915,40001915
70001916,10001916,40001916
70001917,10001917,40001917
70001918,10001918,40001918
70001919,10001919,40001919
70001920,10001920,40001920
70001921,10001921,40001921
70001922,10001922,40001922
70001923,10001923,40001923
70001924,10001924,40001924
70001925,10001925,40001925
70001926,10001926,40001926
70001927,10001927,40001927
70001928,10001928,40001928
70001929,10001929,40001929
70001930,10001930,40001930
70001931,10001931,40001931
70001932,10001932,40001932
70001933,10001933,40001933
70001934,10001934,40001934
70001935,10001935,40001935
70001936,10001936,40001936
70001937,10001937,40001937
70001938,10001938,40001938
70001939,10001939,40001939
70001940,10001940,40001940
70001941,10001941,40001941
70001942,10001942,40001942
70001943,10001943,40001943
70001944,10001944,40001944
70001945,10001945,40001945
70001946,10001946,40001946
70001947,10001947,40001947
70001948,10001948,40001948
70001949,10001949,40001949
70001950,10001950,40001950
70001951,10001951,40001951
70001952,10001952,40001952
70001953,10001953,40001953
70001954,10001954,40001954
70001955,10001955,40001955
70001956,10001956,40001956
70001957,10001957,40001957
70001958,10001958,40001958
70001959,10001959,40001959
70001960,10001960,40001960
70001961,10001961,40001961
70001962,10001962,40001962
70001963,10001963,40001963
70001964,10001964,40001964
70001965,10001965,40001965
70001966,10001966,40001966
70001967,10001967,40001967
70001968,10001968,40001968
70001969,10001969,40001969
70001970,10001970,40001970
70001971,10001971,40001971
70001972,10001972,40001972
70001973,10001973,40001973
70001974,10001974,40001974
70001975,10001975,40001975
70001976,10001976,40001976
70001977,10001977,40001977
70001978,10001978,40001978
70001979,10001979,40001979
70001980,10001980,40001980
70001981,10001981,40001981
70001982,10001982,40001982
70001983,10001983,40001983
70001984,10001984,40001984
70001985,10001985,40001985
70001986,10001986,40001986
70001987,10001987,40001987
70001988,10001988,40001988
70001989,10001989,40001989
70001990,10001990,40001990
70001991,10001991,40001991
70001992,10001992,40001992
70001993,10001993,40001993
70001994,10001994,40001994
70001995,10001995,40001995
70001996,10001996,40001996
70001997,10001997,40001997
70001998,10001998,40001998
70001999,10001999,40001999
70002000,10002000,40002000
70002001,10002001,40002001
70002002,10002002,40002002
70002003,10002003,40002003
70002004,10002004,40002004
70002005,10002005,40002005
70002006,10002006,40002006
70002007,10002007,40002007
70002008,10002008,40002008
70002009,10002009,40002009
70002010,10002010,40002010
70002011,10002011,40002011
70002012,10002012,40002012
70002013,10002013,40002013
70002014,10002014,40002014
70002015,10002015,40002015
70002016,10002016,40002016
70002017,10002017,40002017
70002018,10002018,40002018
70002019,10002019,40002019
70002020,10002020,40002020
70002021,10002021,40002021
70002022,10002022,40002022
70002023,10002023,40002023
70002024,10002024,40002024
70002025,10002025,40002025
70002026,10002026,40002026
70002027,10002027,40002027
70002028,10002028,40002028
70002029,10002029,40002029
70002030,10002030,40002030
70002031,10002031,40002031
70002032,10002032,40002032
70002033,10002033,40002033
70002034,10002034,40002034
70002035,10002035,40002035
70002036,10002036,40002036
70002037,10002037,40002037
70002038,10002038,40002038
70002039,10002039,40002039
70002040,10002040,40002040
70002041,10002041,40002041
70002042,10002042,40002042
70002043,10002043,40002043
70002044,10002044,40002044
70002045,10002045,40002045
70002046,10002046,40002046
70002047,10002047,40002047
70002048,10002048,40002048
70002049,10002049,40002049
70002050,10002050,40002050
70002051,10002051,40002051
70002052,10002052,40002052
70002053,10002053,40002053
70002054,10002054,40002054
70002055,10002055,40002055
70002056,10002056,40002056
70002057,10002057,40002057
70002058,10002058,40002058
70002059,10002059,40002059
70002060,10002060,40002060
70002061,10002061,40002061
70002062,10002062,40002062
70002063,10002063,40002063
70002064,10002064,40002064
70002065,10002065,40002065
70002066,10002066,40002066
70002067,10002067,40002067
70002068,10002068,40002068
70002069,10002069,40002069
70002070,10002070,40002070
70002071,10002071,40002071
70002072,10002072,40002072
70002073,10002073,40002073
70002074,10002074,40002074
70002075,10002075,40002075
70002076,10002076,40002076
70002077,10002077,40002077
70002078,10002078,40002078
70002079,10002079,40002079
70002080,10002080,40002080
70002081,10002081,40002081
70002082,10002082,40002082
70002083,10002083,40002083
70002084,10002084,40002084
70002085,10002085,40002085
70002086,10002086,40002086
70002087,10002087,40002087
70002088,10002088,40002088
70002089,10002089,40002089
70002090,10002090,40002090
70002091,10002091,40002091
70002092,10002092,40002092
70002093,10002093,40002093
70002094,10002094,40002094
70002095,10002095,40002095
70002096,10002096,40002096
70002097,10002097,40002097
70002098,10002098,40002098
70002099,10002099,40002099
70002100,10002100,40002100
70002101,10002101,40002101
70002102,10002102,40002102
70002103,10002103,40002103
70002104,10002104,40002104
70002105,10002105,40002105
70002106,10002106,40002106
70002107,10002107,40002107
70002108,10002108,40002108
70002109,10002109,40002109
70002110,10002110,40002110
70002111,10002111,40002111
70002112,10002112,40002112
70002113,10002113,40002113
70002114,10002114,40002114
70002115,10002115,40002115
70002116,10002116,40002116
70002117,10002117,40002117
70002118,10002118,40002118
70002119,10002119,40002119
70002120,10002120,40002120
70002121,10002121,40002121
70002122,10002122,40002122
70002123,10002123,40002123
70002124,10002124,40002124
70002125,10002125,40002125
70002126,10002126,40002126
70002127,10002127,40002127
70002128,10002128,40002128
70002129,10002129,40002129
70002130,10002130,40002130
70002131,10002131,40002131
70002132,10002132,40002132
70002133,10002133,40002133
70002134,10002134,40002134
70002135,10002135,40002135
70002136,10002136,40002136
70002137,10002137,40002137
70002138,10002138,40002138
70002139,10002139,40002139
70002140,10002140,40002140
70002141,10002141,40002141
70002142,10002142,40002142
70002143,10002143,40002143
70002144,10002144,40002144
70002145,10002145,40002145
70002146,10002146,40002146
70002147,10002147,40002147
70002148,10002148,40002148
70002149,10002149,40002149
70002150,10002150,40002150
70002151,10002151,40002151
70002152,10002152,40002152
70002153,10002153,40002153
70002154,10002154,40002154
70002155,10002155,40002155
70002156,10002156,40002156
70002157,10002157,40002157
70002158,10002158,40002158
70002159,10002159,40002159
70002160,10002160,40002160
70002161,10002161,40002161
70002162,10002162,40002162
70002163,10002163,40002163
70002164,10002164,40002164
70002165,10002165,40002165
70002166,10002166,40002166
70002167,10002167,40002167
70002168,10002168,40002168
70002169,10002169,40002169
70002170,10002170,40002170
70002171,10002171,40002171
70002172,10002172,40002172
70002173,10002173,40002173
70002174,10002174,40002174
70002175,10002175,40002175
70002176,10002176,40002176
70002177,10002177,40002177
70002178,10002178,40002178
70002179,10002179,40002179
70002180,10002180,40002180
70002181,10002181,40002181
70002182,10002182,40002182
70002183,10002183,40002183
70002184,10002184,40002184
70002185,10002185,40002185
70002186,10002186,40002186
70002187,10002187,40002187
70002188,10002188,40002188
70002189,10002189,40002189
70002190,10002190,40002190
70002191,10002191,40002191
70002192,10002192,40002192
70002193,10002193,40002193
70002194,10002194,40002194
70002195,10002195,40002195
70002196,10002196,40002196
70002197,10002197,40002197
70002198,10002198,40002198
70002199,10002199,40002199
70002200,10002200,40002200
70002201,10002201,40002201
70002202,10002202,40002202
70002203,10002203,40002203
70002204,10002204,40002204
70002205,10002205,40002205
70002206,10002206,40002206
70002207,10002207,40002207
70002208,10002208,40002208
70002209,10002209,40002209
70002210,10002210,40002210
70002211,10002211,40002211
70002212,10002212,40002212
70002213,10002213,40002213
70002214,10002214,40002214
70002215,10002215,40002215
70002216,10002216,40002216
70002217,10002217,40002217
70002218,10002218,40002218
70002219,10002219,40002219
70002220,10002220,40002220
70002221,10002221,40002221
70002222,10002222,40002222
70002223,10002223,40002223
70002224,10002224,40002224
70002225,10002225,40002225
70002226,10002226,40002226
70002227,10002227,40002227
70002228,10002228,40002228
70002229,10002229,40002229
70002230,10002230,40002230
70002231,10002231,40002231
70002232,10002232,40002232
70002233,10002233,40002233
70002234,10002234,40002234
70002235,10002235,40002235
70002236,10002236,40002236
70002237,10002237,40002237
70002238,10002238,40002238
70002239,10002239,40002239
70002240,10002240,40002240
70002241,10002241,40002241
70002242,10002242,40002242
70002243,10002243,40002243
70002244,10002244,40002244
70002245,10002245,40002245
70002246,10002246,40002246
70002247,10002247,40002247
70002248,10002248,40002248
70002249,10002249,40002249
70002250,10002250,40002250
70002251,10002251,40002251
70002252,10002252,40002252
70002253,10002253,40002253
70002254,10002254,40002254
70002255,10002255,40002255
70002256,10002256,40002256
70002257,10002257,40002257
70002258,10002258,40002258
70002259,10002259,40002259
70002260,10002260,40002260
70002261,10002261,40002261
70002262,10002262,40002262
70002263,10002263,40002263
70002264,10002264,40002264
70002265,10002265,40002265
70002266,10002266,40002266
70002267,10002267,40002267
70002268,10002268,40002268
70002269,10002269,40002269
70002270,10002270,40002270
70002271,10002271,40002271
70002272,10002272,40002272
70002273,10002273,40002273
70002274,10002274,40002274
70002275,10002275,40002275
70002276,10002276,40002276
70002277,10002277,40002277
70002278,10002278,40002278
70002279,10002279,40002279
70002280,10002280,40002280
70002281,10002281,40002281
70002282,10002282,40002282
70002283,10002283,40002283
70002284,10002284,40002284
70002285,10002285,40002285
70002286,10002286,40002286
70002287,10002287,40002287
70002288,10002288,40002288
70002289,10002289,40002289
70002290,10002290,40002290
70002291,10002291,40002291
70002292,10002292,40002292
70002293,10002293,40002293
70002294,10002294,40002294
70002295,10002295,40002295
70002296,10002296,40002296
70002297,10002297,40002297
70002298,10002298,40002298
70002299,10002299,40002299
70002300,10002300,40002300
70002301,10002301,40002301
70002302,10002302,40002302
70002303,10002303,40002303
70002304,10002304,40002304
70002305,10002305,40002305
70002306,10002306,40002306
70002307,10002307,40002307
70002308,10002308,40002308
70002309,10002309,40002309
70002310,10002310,40002310
70002311,10002311,40002311
70002312,10002312,40002312
70002313,10002313,40002313
70002314,10002314,40002314
70002315,10002315,40002315
70002316,10002316,40002316
70002317,10002317,40002317
70002318,10002318,40002318
70002319,10002319,40002319
70002320,10002320,40002320
70002321,10002321,40002321
70002322,10002322,40002322
70002323,10002323,40002323
70002324,10002324,40002324
70002325,10002325,40002325
70002326,10002326,40002326
70002327,10002327,40002327
70002328,10002328,40002328
70002329,10002329,40002329
